,NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID
175,Loja Ostara,5.0,Um comentário,"R. Castro e Silva, 401 - Centro, Fortaleza - CE, 60030-010",Sorveteria,,cafeteria
176,Trino Café Montese | Sua cafeteria no Montese,4.8,221 comentários,"R. Edite Braga, 1310 - Montese, Fortaleza - CE, 60410-222",Café,,cafeteria
177,Tortelê - Riomar Fortaleza,,,"Rua Desembargador Lauro Nogueira 1500, Piso L2 2052 - Papicu, Fortaleza - CE, 60175-055",Confeitaria,15 min,cafeteria
178,Café Aurora,5.0,Um comentário,"Alameda das Boas Noites, 333A - Cidade 2000, Fortaleza - CE, 60190-180",Café,,cafeteria
179,Vibe 085,4.6,172 comentários,"Rua Manuel Queirós, 511 - Cocó, Fortaleza - CE, 60192-220",$$,"2-4,5 horas",cafeteria
180,Launic caralem,,,"Av. das Graviolas, 1000 - Cidade 2000, Fortaleza - CE, 60190-560",,,cafeteria
181,"Emporio, café, almoço.",,,"Av. Dioguinho, 4792-4800 - Vicente Pinzon, Fortaleza - CE, 60182-125",,,cafeteria
182,Cafe Marita FORTALEZA CE,5.0,2 comentários,"R. Alagoas, 1169 - Demócrito Rocha, Fortaleza - CE, 60440-150",Loja de produtos naturais,,cafeteria
183,Bento Cafeteria e Rostisseria,5.0,5 comentários,"Rua Padre Valdevino, 1138 - Aldeota, Fortaleza - CE, 60135-040",Restaurante,,cafeteria
184,Boutique do Café,4.3,26 comentários,"Av. Leste Oeste, 3569 - Cristo Redentor, Fortaleza - CE, 60010-450",Café,,cafeteria
185,ELO COZINHA AFETIVA,5.0,22 comentários,"Rua Torres Câmara, 100 - Aldeota, Fortaleza - CE, 60150-060",Cafeteria,,cafeteria
186,Lindt,,,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Chocolateria,10 min,cafeteria
187,Livraria Lamarca,4.7,752 comentários,"Av. da Universidade, 2475 - Benfica, Fortaleza - CE, 60020-180",Livraria,,cafeteria
188,Fortaleza,,,"Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050",,,cafeteria
189,Guanabara Pastelaria,4.7,505 comentários,"R. Major Facundo, 1003 - Centro, Fortaleza - CE, 60025-100",$,20 min,cafeteria
190,Bistrô da Silvestre,,,"Centro, Fortaleza - CE, 60055-080",,,cafeteria
191,LeCafé,,,"R. Gen. Clarindo de Queiroz, 1745 - Box 350 - Farias Brito, Fortaleza - CE, 60010-250",,,cafeteria
192,Candyman bolos e doces,5.0,6 comentários,"Alameda das Crisadálias - Cidade 2000, Fortaleza - CE, 60190-380",Confeitaria,,cafeteria
193,Leão do Sul Pastelaria,4.2,454 comentários,"R. Pedro Borges, 193 - Centro, Fortaleza - CE, 60055-110",$$,20 min,cafeteria
194,Café Com Óculos,4.0,8 comentários,"R. Ildefonso Albano, 1445 - Aldeota, Fortaleza - CE, 60115-000","Ótica em Fortaleza, Ceará",,cafeteria
195,Rs Panificadora,4.6,9 comentários,"R. Paulo Mendes, 308 - Antonio Diogo, Fortaleza - CE, 60182-410",Padaria,,cafeteria
196,Mercantinho,4.8,4 comentários,"Av. Visconde do Rio Branco, 2412 - José Bonifacio, Fortaleza - CE, 60110-001",Supermercado,,cafeteria
197,Brazilian Coffee,,,"R. Carapinima, 2200 - 139 - Benfica, Fortaleza - CE, 60015-329","Loja de departamento em Fortaleza, Ceará",,cafeteria
198,Cafe Caramello C.D.,5.0,2 comentários,"R. Tibúrcio Cavalcante - Fortaleza, CE, 60125-045",Café,,cafeteria
199,Café Nordeste,4.0,4 comentários,"Rua Tigipió, 33 - Praia de Iracema, Fortaleza - CE, 60060-420",Café,,cafeteria
200,Indie Bistrô & Arte,4.5,110 comentários,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",$$,,cafeteria
201,Nhamy Nhamy Mercado Saudável,5.0,20 comentários,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,"20 min a 1,5 h",delivery de comida
202,Verdelima Restaurante,4.5,477 comentários,"R. Joaquim Nabuco, 1283 - Aldeota, Fortaleza - CE, 60125-055",$$,25 min a 1 h,delivery de comida
203,Divina Comida,,,"Rua Desembargador Leite Albuquerque, 920 - Aldeota, Fortaleza - CE, 60150-100",$$,30 min,delivery de comida
204,Delivery Menu,,,"R. Osvaldo Cruz, 2085 - Dionísio Torres, Fortaleza - CE, 60125-151",Delivery,,delivery de comida
205,Delivery da Silvana e Kelson,5.0,Um comentário,"Alameda Maria da Glória - Cidade 2000, Fortaleza - CE, 60190-180",Restaurante de comida caseira,,delivery de comida
206,Saladex,,,"Rua Frei Mansueto, 160 - Meireles, Fortaleza - CE, 60175-070",$$,,delivery de comida
207,"Carneiro do Ordones Jovita: Churrasco, Pratos Executivos, Cerveja, Restaurante, Delivery Fortaleza CE",,,"Av. Jovita Feitosa, 289 - Parquelândia, Fortaleza - CE, 60455-410",Restaurante,"1-2,5 horas",delivery de comida
208,Brasileirinho Delivery,,,"R. Costa Barros, 941 - Loja 04 e 05 - Aldeota, Fortaleza - CE, 60160-280",$,,delivery de comida
209,Divina Comida,,,"Rua Torres Câmara, 135 - Aldeota, Fortaleza - CE, 60150-060",$$,"30 min a 1,5 h",delivery de comida
210,China In Box Praia,,,"Av. Santos Dumont, 6945 - Manuel Dias Branco, Fortaleza - CE, 60175-057",$$,15-45 min,delivery de comida
211,"Porpino Burger: Hambúrguer, Batata Frita, Hamburgueria Delivery Fortaleza CE",,,"Av. Senador Virgílio Távora, 597 - Meireles, Fortaleza - CE, 60170-265",$$,,delivery de comida
212,Frango Chicken Delivery,,,"R. José Vilar, 734 - Meireles, Fortaleza - CE, 60125-025",Delivery,,delivery de comida
213,Rafael Marmitaria Delivery,5.0,19 comentários,"R. Costa Barros, 249 - Aldeota, Fortaleza - CE, 60160-280",Restaurante de comida para viagem,,delivery de comida
214,"Habib's Parque Shopping: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",,,"R. Dr. Gilberto Studart, 155 - Loja 34, 35 e 36 - Cocó, Fortaleza - CE, 60192-105",$$,10 min a 1 h,delivery de comida
215,Ceará Food,5.0,4 comentários,"R. Gonçalves Lêdo, 1541 - Loja 2 - Centro, Fortaleza - CE, 60110-261",Restaurante de comida caseira,,delivery de comida
216,China in Box,4.5,608 comentários,"Av. Santos Dumont, 1206 - Aldeota, Fortaleza - CE, 60150-160",$$,,delivery de comida
217,"NBS Burguer: Hambúrgueres, Hot Dog, Hamburgueria, Delivery, Fortaleza CE",,,"R. Beni Carvalho, 677 - Dionísio Torres, Fortaleza - CE, 60135-400",Hamburgueria,20 min,delivery de comida
218,Comida de Vó Delivery,4.3,11 comentários,"R. Cuiabá, 190 - Jóquei Clube, Fortaleza - CE, 60510-055",Delivery,,delivery de comida
219,"Habib's Aldeota: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",,,"Av. da Abolição, 1780 - Meireles, Fortaleza - CE, 60165-080",$$,20 min a 1 h,delivery de comida
220,Gosto Leve,,,(85) 3221-6052,,,delivery de comida
221,"Two Brothers Cocó: Pizza, Massas, Calzones, Pizzaria, Delivery, Fortaleza CE",,,"R. Batista de Oliveira, 1071 - Cocó, Fortaleza - CE, 60192-340",Pizzaria,,delivery de comida
222,La Forneria Delivery,,,"R. Andrade Furtado, 2115 B - Cocó, Fortaleza - CE, 60192-085",$$,,delivery de comida
223,"Grow Healthy Food: Alimentação Saudável, opções Veganas em Fortaleza",4.4,91 comentários,"Stação 24h - Av. da Abolição, 2400 - Meireles, Fortaleza - CE, 60165-080",Restaurante de café da manhã,,delivery de comida
224,"Olli's Burger: Hamburgueria, Batata Frita, Sobremesa, Delivery, Fortaleza CE",,,"R. Ana Bilhar, 1111 - Meireles, Fortaleza - CE, 60160-110",Hamburgueria,"30 min a 1,5 h",delivery de comida
225,"Habib's Treze de Maio: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",4.0,5.071 comentários,"Av. Treze de Maio, 1746 - Fátima, Fortaleza - CE, 60040-531",$$,15 min a 1 h,delivery de comida
226,"Grand Gourmet Pizzaria: Pizza Crocante, Marmitaria, Delivery em Fortaleza",,,"Rua Afonso Celso, 547 - Aldeota, Fortaleza - CE, 60140-190",$,,delivery de comida
227,China Gourmet,,,"R. Rodrigues Júnior, 1063 - Centro, Fortaleza - CE, 60110-001",$,,delivery de comida
228,"Parrileiro: Restaurante, Churrasco, Happy Hour, Parrila, Delivery em Fortaleza CE",,,"Av. Dep. Joaquim de Figueiredo Correia, 194 - Cambeba, Fortaleza - CE, 60822-360",$$,"1-2,5 horas",delivery de comida
229,Tigela Refeições e Lanches,,,"R. Eduardo Garcia, 13 - Aldeota, Fortaleza - CE, 60150-100",Restaurante self-service,,delivery de comida
230,Pasto e Pizzas,,,"Av. Júlio Abreu, 160 - Varjota, Fortaleza - CE, 60160-240",Restaurante,1-2 horas,delivery de comida
231,Delicias da Iaiá,,,"Rua Dr. Ribamar Lobo, N° 20 - Papicu, Fortaleza - CE, 60176-145",Restaurante brasileiro,10-45 min,delivery de comida
232,Vatapá Delivery,4.6,5 comentários,"Av. José Jatahy, 1563 - Jacarecanga, Fortaleza - CE, 60010-681",Restaurante,,delivery de comida
233,Menu Brands,,,"Rua Padre Valdevino, 2520 - Aldeota, Fortaleza - CE, 60135-041",Delivery,,delivery de comida
234,Júnior da Picanha,,,"Av. Nilo Gomes de Soares, 201 - Cidade 2000, Fortaleza - CE, 60190-630",$$,"1-2,5 horas",delivery de comida
235,Pizzaria Bem na Hora,4.9,18 comentários,"Alameda Telma - Cidade 2000, Fortaleza - CE, 60190-290",Pizzaria,,delivery de comida
236,Sra. Quentinha Fortaleza Self-Service E Delivery,,,"R. Barão do Rio Branco, 2251 - Centro, Fortaleza - CE, 60011-060",Restaurante,,delivery de comida
237,"Padaria Portugália: Panificadora, Confeitaria, Delivery, Cocó, Fortaleza CE",,,"Rua Professor Otávio Lobo, 755 - Cocó, Fortaleza - CE, 60192-290",$$,20 min,delivery de comida
238,Qué do Quê Restaurante Lanches,,,"Rua General Tertuliano Potiguara, 313 - Aldeota, Fortaleza - CE, 60135-280",Restaurante fast-food,25 min,delivery de comida
239,Pizza To Go,4.4,51 comentários,"R. Eduardo Garcia, 1000 - Aldeota, Fortaleza - CE, 60150-100",Pizzaria,,delivery de comida
240,"Ordo's Burguer: Hambúrgueres, Hot Dogs, Hamburgueria, Delivery Fortaleza CE",,,"Av. Jovita Feitosa, 279 - Parquelândia, Fortaleza - CE, 60455-410",$$,45 min a 2 h,delivery de comida
241,"Barney's Burger Fábrica: Hamburgueria, Sobremesas, Delivery em Fortaleza CE",,,"Vila, R. Doctor Antônio Goes, 1125 - casa 7 - Aldeota, Fortaleza - CE, 60115-120",Hamburgueria,,delivery de comida
242,"Two Brothers Aldeota: Pizza, Massas, Calzones, Pizzaria, Delivery, Fortaleza CE",,,"R. Alfredo Severo, 112 - Aldeota, Fortaleza - CE, 60150-040",Pizzaria,,delivery de comida
243,Restaurante Fogão150,,,"R. Barão de Aracati, 150 - Meireles, Fortaleza - CE, 60115-080",$$,,delivery de comida
244,"Camarada Camarão: Camarões, Peixes, Happy Hour, Restaurante, Fortaleza CE",,,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",$$$,5-45 min,delivery de comida
245,Vai Já Lanches,,,"Rua Professor Álvaro Costa, 806 - Vicente Pinzon, Fortaleza - CE, 60182-014",Lanchonete,,delivery de comida
246,Sushi-Bar e Pizzaria FV Delivery,4.0,8 comentários,"666, Av. Dos Jangadeiros - Vicente Pinzon, Fortaleza - CE, 60175-440",Pizzaria,,delivery de comida
247,Ôxe Galeteria e Marmitaria Delivery,3.7,6 comentários,"R. Gonçalves Lêdo, 48 - Praia de Iracema, Fortaleza - CE, 60110-261",Restaurante,,delivery de comida
248,Bill Esfiha Delivery,,,"Av. Aguanambi, 926 - José Bonifacio, Fortaleza - CE, 60055-402",Delivery,,delivery de comida
249,Marmitas e Lanches,3.0,2 comentários,"R. República da Armênia, 110 - Parque Manibura, Fortaleza - CE, 60821-760",Lanchonete,,delivery de comida
250,Marmitaria marmitex quentinha restaurante Comidinha caseira da marcia delivery 989309177,,,"Rua Professor Carvalho, 3084 - Altos - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-340",Restaurante brasileiro,,delivery de comida
251,Brittus Pizza,,,"R. Nogueira Acioli, 2001 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60356-581",$,15 min a 1 h,delivery de comida
252,Marmitaria Delivery,,,"R. Agapito dos Santos, 465 - Centro, Fortaleza - CE, 60010-250",,,delivery de comida
253,Menu Alimentação Saudável,,,"R. Norvinda Píres, 90 - Aldeota, Fortaleza - CE, 60150-280",$$,15-45 min,delivery de comida
254,Duque de Coxinhas,5.0,7 comentários,"R. Gonçalves Lêdo, 175 - Centro, Fortaleza - CE, 60110-261",Delivery,,delivery de comida
255,Temperô Food,3.8,5 comentários,"Alameda Telma, 45 - Cidade 2000, Fortaleza - CE, 60190-290",Delivery,,delivery de comida
256,Comida Saudável e Yakisoba,4.5,20 comentários,"Av. Treze de Maio, 2118 B - Benfica, Fortaleza - CE, 60040-531",Restaurante de comida caseira,,delivery de comida
257,Dieta Já,,,"Centro, Fortaleza - CE, 60050-040",Delivery,,delivery de comida
258,Casa da Comida,,,"R. Sen. Pompeu, 1099 L2 - Loja 101 A 106 - Centro, Fortaleza - CE, 60025-000",,,delivery de comida
259,Mini Menu Fortaleza,5.0,3 comentários,"Av. Viena Weyne, 370 - loja 10 - Cambeba, Fortaleza - CE, 60822-180",Restaurante,,delivery de comida
260,Naturallís Comida Saudável,,,"Rua Josias Paulo de Sousa, 120 - Vicente Pinzon, Fortaleza - CE, 60184-110",,,delivery de comida
261,Restaurante Frederico Delivery,,,"Av. Barão de Studart, 855 - Aldeota, Fortaleza - CE, 60120-000",,,delivery de comida
262,Coco Bambu - Dom Pastel,,,"R. Carlos Vasconcelos, 996 - Aldeota, Fortaleza - CE, 60115-170",$$$,"1,5-2,5 horas",delivery de comida
263,Restaurante e Marmitaria Tô Com Fome,4.5,15 comentários,"Av. Rogaciano Leite, 1860A - Cocó, Fortaleza - CE, 60821-070",Lanchonete,,delivery de comida
264,Marmitaria Comida Caseira,4.3,18 comentários,"R. Coronel Manuel Jesuíno - Mucuripe, Fortaleza - CE, 60175-270",Restaurante de comida caseira,,delivery de comida
265,Mangusta Restaurante e Pizzaria,,,"R. da Assunção, 1195 - José Bonifacio, Fortaleza - CE, 60040-230",Restaurante,,delivery de comida
266,Pizzaria & Restaurante do Mar,,,"Av. César Cals, 1089 - Vicente Pinzon, Fortaleza - CE, 60182-035",Pizzaria,,delivery de comida
267,Marmitaria Sabor Delivery,,,"Odernes Figueredo, 73, Rua Doutor José Lino, 260 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-260",Delivery,,delivery de comida
268,"Saladinha Top: Saladas, Congelados, Alimentação Saudável, Delivery em Fortaleza CE",,,"R. Mário Alencar Araripe, 1080 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-163",Saladas prontas,,delivery de comida
269,Restaurante e Marmitaria da Flávia,,,"Av. Dioguinho, 4360 - Vicente Pinzon, Fortaleza - CE, 60183-712",Restaurante,,delivery de comida
270,Tequenhosemolhos,,,"São João do Tauape, Fortaleza - CE, 60130-300",,,delivery de comida
271,We Love Pizza,4.3,469 comentários,"Av. Pontes Vieira, 726 - Fátima, Fortaleza - CE, 60130-240",Delivery de Pizza,,delivery de comida
272,Paradaise Gourmet,4.5,29 comentários,"Rua Dona Leopoldina, 53 - Centro, Fortaleza - CE, 60110-000",Delivery de Pizza,,delivery de comida
273,Sabor no Prato Lanches e Marmitas,5.0,Um comentário,"R. Santo Amaro, 68 - Vicente Pinzon, Fortaleza - CE, 60181-750",Restaurante de comida caseira,,delivery de comida
274,"Carneiro do Ordones Butiquim: Restaurante, Drinks, Carnes, Delivery em Fortaleza",,,"R. Azevedo Bolão, 570 - Parquelândia, Fortaleza - CE, 60450-675",$$,1-3 horas,delivery de comida
275,Boteco da Panelada Self-service e Marmita.Temos delivery,,,"R. Joaquim Magalhães, 140 - Loja 01 - Benfica, Fortaleza - CE, 60040-160",$$,,delivery de comida
276,Sabor de Mar,4.2,148 comentários,"Av. Desembargador Moreira, 256 - Meireles, Fortaleza - CE, 60170-000",$$,"1-2,5 horas",delivery de comida
277,Empório de Fátima,,,"Av. Deputado Oswaldo Studart, 250 - Fátima, Fortaleza - CE, 60415-040",$$,15-45 min,delivery de comida
278,Delicie Do Casal 20,5.0,Um comentário,"Av. Beira Mar - Meireles, Fortaleza - CE, 60165-120",Restaurante de comida caseira,,delivery de comida
279,brotÔ congelados,,,"R. Eduardo Salgado - Aldeota, Fortaleza - CE, 60150-140",,,delivery de comida
280,"NBS Burguer Parquelândia: Hambúrgueres, Hot Dog, Hamburgueria, Delivery, Fortaleza CE",,,"Rua Professor Nogueira, 45 - Loja 01 - Parquelândia, Fortaleza - CE, 60450-520",Hamburgueria,"30 min a 1,5 h",delivery de comida
281,Feijoada Brasil,,,"Av. das Adenanteras, 689a - Cidade 2000, Fortaleza - CE, 60190-560",Delivery,,delivery de comida
282,Mistura Cearense,,,"R. da Assunção, 119 - Centro, Fortaleza - CE, 60050-010",Restaurante self-service,30 min,delivery de comida
283,"Barney's Burger Sul: Hamburgueria, Sobremesas, Delivery em Fortaleza CE",,,"R. Lourival Correia Pinho, 147 - Parque Manibura, Fortaleza - CE, 60821-720",$$$,"20 min a 1,5 h",delivery de comida
284,Bambolê Lanches,4.1,18 comentários,"Rua do Rosário, 68 - Centro, Fortaleza - CE, 60055-090",Lanchonete,,delivery de comida
285,Take a Juice - Varjota,4.6,122 comentários,"Av. Júlio Abreu, 160 - Loja 13 - Varjota, Fortaleza - CE, 60160-240",$$,,delivery de comida
286,Disk marmitaria,,,"R. Novo Farol, 174 - Vicente Pinzon, Fortaleza - CE, 60181-005",Restaurante familiar,,delivery de comida
287,Delicious Pizzaria,4.6,44 comentários,"Alameda Das Miosótes, 405 - Cidade 2000, Fortaleza - CE, 60190-490",Delivery de Pizza,,delivery de comida
288,FRM Marmitex Delivery,,,"R. Carlos Gomes, 619 - José Bonifacio, Fortaleza - CE, 60025-101",,,delivery de comida
289,Baiano Lanches e Comida,,,"R. Barão de Aratanha, 80 - Lj 03 - Centro, Fortaleza - CE, 60050-070",,,delivery de comida
290,Carlos Lanches,,,"R. Antônio Pompeu, 586 - Centro, Fortaleza - CE, 60040-000",Lanchonete,30 min,delivery de comida
291,Dunada Burger,5.0,21 comentários,"M dias branco - R. dos Cajueiros, 1421 - Fortaleza, CE, 60190-620",Hamburgueria,,delivery de comida
292,DOM CARIOCA'S,3.0,Um comentário,"Av Dioguinho Praia do Futuro ll, Fortaleza - CE, 60371-809",Pizzaria,,delivery de comida
293,"Butcher's 746: Steakhouse, Carnes Nobres, Churrasco, Delivery, Restaurante, Fortaleza CE",,,"R. Maria Tomásia, 746 - Aldeota, Fortaleza - CE, 60150-170",$$$,1-2 horas,delivery de comida
294,"Zé, comida na rua",,,"Av. Almirante Barroso, 877 - loja 3 - Praia de Iracema, Fortaleza - CE, 60060-440",,,delivery de comida
295,Creuza Burguer,,,"Alameda Ana Elisa, 34B - Cidade 2000, Fortaleza - CE, 60190-130",$,25 min,delivery de comida
296,Frigideira do Jonny Self Service,4.6,2.259 comentários,"R. Joaquim Nabuco, 1900 - Aldeota, Fortaleza - CE, 60125-055",$$,45 min,delivery de comida
297,Cozinha Mágica,,,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Restaurante self-service,15 min,delivery de comida
298,Delicias de Horler,5.0,9 comentários,"Rua Solon Pinheiro, 218 - Centro, Fortaleza - CE, 60050-040",Restaurante,,delivery de comida
299,"Estela Pizza: Pizza Americana, Pizza Doce, Delivery, Pizzaria, Fortaleza CE",,,"Vila, R. Doctor Antônio Goes, 1125 - Aldeota, Fortaleza - CE, 60115-120",Pizzaria,,delivery de comida
300,Donadel Food Truck,,,"Av. Desembargador Moreira, 2355 - Aldeota, Fortaleza - CE, 60170-173",Restaurante fast-food,,delivery de comida
301,Bom Pasto,,,"R. Rocha Lima, 166 - Centro, Fortaleza - CE, 60135-000",Restaurante self-service,30 min,delivery de comida
302,Kêla Pasta,,,"Alameda das Tulipas, 408 - Cidade 2000, Fortaleza - CE, 60190-350",Restaurante,,delivery de comida
303,Popizza,,,"nao rola - Aldeota, Fortaleza - CE, 60110-301",,,delivery de comida
304,Aioli - Delivery de Delícias,4.5,8 comentários,"R. Ildefonso Albano, 870 - Meireles, Fortaleza - CE, 60115-000",Restaurante,,delivery de comida
305,Marmitaria e Pizzaria Ernane,4.5,19 comentários,"R. Pedro Balbino, 170 - Manuel Dias Branco, Fortaleza - CE, 60191-680",Pizzaria,,delivery de comida
306,Comida caseira sabor do goias,,,"Av. Almirante Barroso, 980 - Iracema, Fortaleza - CE, 60060-440",Restaurante,,delivery de comida
307,Pizzaria Doro,,,"R. Pereira Filgueiras, 564 - Centro, Fortaleza - CE, 60160-150",$,15 min,delivery de comida
308,Coco Bambu Beira Mar,4.6,18.708 comentários,"Av. Beira Mar, 3698 - Beira Mar, Fortaleza - CE, 60165-121",$$$,"1-2,5 horas",delivery de comida
309,Restaurante da Zena,,,"R. Meton de Alencar, 549 - Centro, Fortaleza - CE, 60035-160",$$,25 min a 1 h,delivery de comida
310,Madruga Varjota,,,"R. Coronel Manuel Jesuíno, 652 - Varjota, Fortaleza - CE, 60175-270",Restaurante self-service,,delivery de comida
311,Dom Tiziano,,,"R. Floriano Peixoto, 799 - Centro, Fortaleza - CE, 60025-131",Restaurante self-service,30 min,delivery de comida
312,Larica Pizzaria,,,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",,,delivery de comida
313,Italian Pizza Fortaleza,5.0,3 comentários,"Av. Antônio Sales, 1357 - quiosque 02 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-101",Delivery de Pizza,,delivery de comida
314,Fisgo - Delivery de Pescados,1.0,Um comentário,"Av. Antônio Justa, 2380 - Meireles, Fortaleza - CE, 60165-090",Delivery,,delivery de comida
315,Restaurante Família e Lanchonete,,,"Av. Desembargador Gonzaga, 144 - Cidade dos Funcionários, Fortaleza - CE, 60824-062",Lanchonete,,delivery de comida
316,Caldos & Sopas da Jane,5.0,4 comentários,"Travessa São João, 6 - Mucuripe, Fortaleza - CE, 60175-510",Delivery,,delivery de comida
317,Restaurante Gramado Self-Service,,,"R. Pedro Borges, 33 - Loja 21 - Centro, Fortaleza - CE, 60055-110",Restaurante self-service,30 min a 1 h,delivery de comida
318,Beef's - Sanduíche de Churrasco,4.3,12 comentários,"Av. Desembargador Moreira, 2355 - Dionísio Torres, Fortaleza - CE, 60170-002",Restaurante,,delivery de comida
319,Donastela Massas e Recheios,3.7,3 comentários,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante italiano,,delivery de comida
320,Rai Lanches,3.0,2 comentários,"R. Pedro Borges, 33 - Centro, Fortaleza - CE, 60055-120",Restaurante fast-food,,delivery de comida
321,"Livremente Padaria Sem Glúten, Sem Lactose: Pão, Bolo, Delivery, Fortaleza CE",,,"R. Amarílio Cartaxo, 169 - De Lourdes, Fortaleza - CE, 60177-030",Padaria,,delivery de comida
322,Juliana's Grill Self-Service,,,"R. Barão do Rio Branco, 1396 - Centro, Fortaleza - CE, 60025-060",Restaurante self-service,25 min a 1 h,delivery de comida
323,Irene comida saudável,,,"Alameda das cravinas, 121 Cidade 2000 Papicu - Cidade 2000, Fortaleza - CE, 60190-320",,,delivery de comida
324,Delivery DiFábios,5.0,Um comentário,"R. Carlos Gomes, 199 - José Bonifacio, Fortaleza - CE, 60040-230",Delivery de Pizza,,delivery de comida
325,De Babo Restaurante,4.6,172 comentários,"Rua do Rosário, 86 - Centro, Fortaleza - CE, 60135-050",Restaurante,,delivery de comida
326,Fino Sabor,,,"R. J da Penha, 421 - Centro, Fortaleza - CE, 60110-120",$$,,delivery de comida
327,Q do Q Self Service Salgados e Lanches,3.0,2 comentários,"Rua General Tertuliano Potiguara, 297 - Aldeota, Fortaleza - CE, 60135-280",Restaurante self-service,,delivery de comida
328,Sal e Açucar,5.0,2 comentários,"Avenida Imperador, 1473 - Farias Brito, Fortaleza - CE, 60015-052",Delivery,,delivery de comida
329,Porquilo Self-Service,,,"R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061",$$,45 min,delivery de comida
330,Pizza Prime,4.0,141 comentários,"R. Barão de Aratanha, 873 - José Bonifacio, Fortaleza - CE, 60050-071",Delivery de Pizza,,delivery de comida
331,Republic Pizzaria Delivery,4.4,54 comentários,"R. Waldery Uchôa, 188 - Benfica, Fortaleza - CE, 60020-110",Delivery de Pizza,,delivery de comida
332,Jotacê Carnes & Grill - Cocó,,,"Alameda das Angélicas, 340 A - Cocó, Fortaleza - CE, 60192-085",Açougue,,delivery de comida
333,Salty salgados,3.7,3 comentários,"R. dos Cajueiros, 1409 - Manuel Dias Branco, Fortaleza - CE, 60190-620",Lanchonete,,delivery de comida
334,"Açailândia Conceito: Açaí, Cremes, Milk Shake, Pizzas, Delivery em Fortaleza CE",4.8,1.240 comentários,"R. Conegundes Rodrigues, 425 - Montese, Fortaleza - CE, 60410-226",Loja de açaí,15-45 min,delivery de comida
335,Talita Lanches e Refeições,5.0,Um comentário,"Av. Antônio Sales, 1001 - loja 6 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-100",Restaurante,,delivery de comida
336,Restaurante Estação do marisco Fortaleza Ceará,5.0,20 comentários,"R. Frederico Borges, 404 - Meireles, Fortaleza - CE, 60175-040",Restaurante de frutos do mar,,delivery de comida
337,Lucio Lanches,,,"B - R. Rodrigues Júnior, 1432 - Centro, Fortaleza - CE, 60060-001",Lanchonete,,delivery de comida
338,Quentinha do Chef,3.9,7 comentários,"R. Antônio Drumond, 165 - Monte Castelo, Fortaleza - CE, 60325-700",Restaurante,,delivery de comida
339,Tropical Restaurante,,,"R. da Assunção, 16 - Centro, Fortaleza - CE, 60050-010",$,30 min,delivery de comida
340,Comida D'Cozinha,5.0,2 comentários,"Av. Pres. Castelo Branco, 2435 - Carlito Pamplona, Fortaleza - CE, 60312-060",Lanchonete,,delivery de comida
341,Picanha's Food Truck,4.0,4 comentários,"Av. Desembargador Moreira, 2355 - Aldeota, Fortaleza - CE, 60170-172",Restaurante,,delivery de comida
342,Flavio Lanches,,,"Rua Governador Sampaio, 431 - Centro, Fortaleza - CE, 60055-050",Restaurante,,delivery de comida
343,Amigos Sushi,3.3,15 comentários,"R. Vilebaldo Aguiar, 2222 - Cocó, Fortaleza - CE, 60192-035",Restaurante de sushi,,delivery de comida
344,Lanchonete Hiper Lanche,4.0,Um comentário,"Rua General Bezerril, 593 - Centro, Fortaleza - CE, 60055-100",Lanchonete,,delivery de comida
345,Marmitaria e churrasquinho Rosana,,,"Miguel calmont 526, Fortaleza - CE, 60821-200",,,delivery de comida
346,BM Log Express,5.0,Um comentário,"R. Nogueira Acioli, 996 - Centro, Fortaleza - CE, 60110-140",Serviço de entrega,,delivery de comida
347,Amazon Delícia,,,"R. Sen. Pompeu, 1579 - Centro, Fortaleza - CE, 60025-001",Restaurante,,delivery de comida
348,Food Brazil,,,"R. Major Facundo, 833 - Centro, Fortaleza - CE, 60025-100",Restaurante,30 min a 1 h,delivery de comida
349,Cantinho Da Tica,,,"R. Cel. Ferraz, 284 - Centro, Fortaleza - CE, 60060-150",Restaurante,,delivery de comida
