NOME,TIPO,ENDERECO,LOCAL,PONTUACAO,NUM_COMENTARIO,TEMPO_MIN_M,TEMPO_MAX_M,TEMPO_MIN,TEMPO_MAX,BAIRRO
Q do Q Self Service Salgados e Lanches,Delivery De Comida,"Rua General Tertuliano Potiguara, 297 - Aldeota, Fortaleza - CE, 60135-280",Restaurante Self-Service,3.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Sal e Açucar,Delivery De Comida,"Avenida Imperador, 1473 - Farias Brito, Fortaleza - CE, 60015-052",Delivery,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Farias Brito
Porquilo Self-Service,Delivery De Comida,"R. Barão do Rio Branco, 1221 - Centro, Fortaleza - CE, 60025-061",Delivery De Comida,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Pizza Prime,Delivery De Comida,"R. Barão de Aratanha, 873 - José Bonifacio, Fortaleza - CE, 60050-071",Delivery De Pizza,4.0,141,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Republic Pizzaria Delivery,Delivery De Comida,"R. Waldery Uchôa, 188 - Benfica, Fortaleza - CE, 60020-110",Delivery De Pizza,4.4,54,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
Jotacê Carnes & Grill - Cocó,Delivery De Comida,"Alameda das Angélicas, 340 A - Cocó, Fortaleza - CE, 60192-085",Açougue,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó
Salty salgados,Delivery De Comida,"R. dos Cajueiros, 1409 - Manuel Dias Branco, Fortaleza - CE, 60190-620",Lanchonete,3.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
"Açailândia Conceito: Açaí, Cremes, Milk Shake, Pizzas, Delivery em Fortaleza CE",Delivery De Comida,"R. Conegundes Rodrigues, 425 - Montese, Fortaleza - CE, 60410-226",Loja De Açaí,4.8,1240,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Montese
Talita Lanches e Refeições,Delivery De Comida,"Av. Antônio Sales, 1001 - loja 6 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60135-100",Restaurante,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Restaurante Estação do marisco Fortaleza Ceará,Delivery De Comida,"R. Frederico Borges, 404 - Meireles, Fortaleza - CE, 60175-040",Restaurante De Frutos Do Mar,5.0,20,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Lucio Lanches,Delivery De Comida,"B - R. Rodrigues Júnior, 1432 - Centro, Fortaleza - CE, 60060-001",Lanchonete,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Quentinha do Chef,Delivery De Comida,"R. Antônio Drumond, 165 - Monte Castelo, Fortaleza - CE, 60325-700",Restaurante,3.9,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Monte Castelo
Tropical Restaurante,Delivery De Comida,"R. da Assunção, 16 - Centro, Fortaleza - CE, 60050-010",Delivery De Comida,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Comida D'Cozinha,Delivery De Comida,"Av. Pres. Castelo Branco, 2435 - Carlito Pamplona, Fortaleza - CE, 60312-060",Lanchonete,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Carlito Pamplona
Picanha's Food Truck,Delivery De Comida,"Av. Desembargador Moreira, 2355 - Aldeota, Fortaleza - CE, 60170-172",Restaurante,4.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Flavio Lanches,Delivery De Comida,"Rua Governador Sampaio, 431 - Centro, Fortaleza - CE, 60055-050",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Amigos Sushi,Delivery De Comida,"R. Vilebaldo Aguiar, 2222 - Cocó, Fortaleza - CE, 60192-035",Restaurante De Sushi,3.3,15,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó
Lanchonete Hiper Lanche,Delivery De Comida,"Rua General Bezerril, 593 - Centro, Fortaleza - CE, 60055-100",Lanchonete,4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Marmitaria e churrasquinho Rosana,Delivery De Comida,"Miguel calmont 526, Fortaleza - CE, 60821-200",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Miguel Calmont 526
BM Log Express,Delivery De Comida,"R. Nogueira Acioli, 996 - Centro, Fortaleza - CE, 60110-140",Serviço De Entrega,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Amazon Delícia,Delivery De Comida,"R. Sen. Pompeu, 1579 - Centro, Fortaleza - CE, 60025-001",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Food Brazil,Delivery De Comida,"R. Major Facundo, 833 - Centro, Fortaleza - CE, 60025-100",Restaurante,0.0,0,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Centro
Cantinho Da Tica,Delivery De Comida,"R. Cel. Ferraz, 284 - Centro, Fortaleza - CE, 60060-150",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Restaurante Compasso Gourmet,Delivery De Comida,"R. Pedro 1, 349 - Centro, Fortaleza - CE, 60035-100",Delivery De Comida,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Zoá Gastrobar,Delivery De Comida,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,0.0,0,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Dionísio Torres
Brazinha Grill 2,Delivery De Comida,"Rua General Bezerril, 590 - Centro, Fortaleza - CE, 60055-100",Restaurante,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Hanna's Restaurante | Self Service | Centro,Delivery De Comida,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",Delivery De Comida,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Acarajé da Ieda,Delivery De Comida,"Esquina da Praça do Ferreira com, R. Floriano Peixoto - Centro, Fortaleza - CE, 60025-230",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Macarronada É Massa,Delivery De Comida,"R. Gen. Sampaio, 1235 - Centro, Fortaleza - CE, 60020-030",Restaurante Italiano,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Mercantil Vegano,Delivery De Comida,"R. Major Facundo, 1826 - José Bonifacio, Fortaleza - CE, 60025-101",Fabricante De Alimentos,4.4,18,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Play Lanches,Delivery De Comida,"R. Liberato Barroso, 675 - Centro, Fortaleza - CE, 60030-160",Lanchonete,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Catina Primu's Self-service,Delivery De Comida,"R. da Assunção, 35 - Centro, Fortaleza - CE, 60050-010",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Bambs Bar e Restaurante,Delivery De Comida,"R. Floriano Peixoto, 1166 - Centro, Fortaleza - CE, 60025-131",Bar,4.7,30,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Centro
Restaurante Sabores Maia,Delivery De Comida,"R. Gen. Murilo Borges, 571 - Cais do Porto, Fortaleza - CE, 60180-010",Restaurante Familiar,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto
Irmão Lanches,Delivery De Comida,"Av. Visconde do Rio Branco, 1719 - Centro, Fortaleza - CE, 60055-170",Delivery De Comida,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro
"Pecorino Bar & Trattoria: Massas, Vinhos, Delivery, Fortaleza CE",Delivery De Comida,"R. Frederico Borges, 585 - Meireles, Fortaleza - CE, 60175-040",Restaurante Italiano,4.8,12,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Tios Comidas Caseiras,Delivery De Comida,"Av. Dolor Barreira, 259 - Vicente Pinzon, Fortaleza - CE, 60181-140",Restaurante,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Vicente Pinzon
Maria Clara Self Service,Delivery De Comida,"Rua General Bezerril, 503 - Centro, Fortaleza - CE, 60055-100",Restaurante,0.0,0,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Restaurante Nonas,Delivery De Comida,"Rua Conselheiro Tristão, 236 - Centro, Fortaleza - CE, 60050-100",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Jotacê Carnes & Grill - Benfica,Delivery De Comida,"Av. Domingos Olímpio, 387 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60040-081",Açougue,3.5,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Giappone Sushibar,Delivery De Comida,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",Restaurante De Sushi,4.1,33,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu
Carioca's Restaurant e Pizzaria,Delivery De Comida,"Rua Tavares Coutinho, 1782 - Varjota, Fortaleza - CE, 60160-140",Pizzaria,4.8,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Varjota
Point do Pesk Pag,Delivery De Comida,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
L'escale Shopping Central,Delivery De Comida,"R. Sen. Pompeu, 856 - Centro, Fortaleza - CE, 60025-000",Delivery De Comida,4.4,242,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
VóBisa Festas&Eventos,Delivery De Comida,"R. Barão de Aratanha, 363 - José Bonifacio, Fortaleza - CE, 60050-071",Empresa De Organização De Eventos,5.0,21,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Restaurante Amaral (o goiano),Delivery De Comida,"Av. César Cals, 953 - Vicente Pinzon, Fortaleza - CE, 60182-035",Restaurante,0.0,0,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Vicente Pinzon
Açaiteria Sabor a Vida,Delivery De Comida,"R. Antônio Pompeu, 584 - Centro, Fortaleza - CE, 60040-000",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Bar e Restaurante Dois Irmãos,Delivery De Comida,"R. Pero Coelho, 136 - Centro, Fortaleza - CE, 60055-170",Restaurante,0.0,0,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Empório Errejota,Delivery De Comida,"R. Floriano Peixoto, 1063 - Centro, Fortaleza - CE, 60025-131",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Self Service Robinho comida caseira,Delivery De Comida,"Rua Torres Câmara, 648 - Aldeota, Fortaleza - CE, 60150-060",Restaurante Self-Service,4.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Neto e Lurdinha Frituras em Geral,Delivery De Comida,"Av. Beira Mar, 4699 - box 02 - Mucuripe, Fortaleza - CE, 60165-120",Restaurante De Frutos Do Mar,2.7,9,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Mucuripe
Restaurante e Lanchonete Cartaxo,Delivery De Comida,"Rua Bárbara de Alencar, 940 - Centro, Fortaleza - CE, 60140-025",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Ed jú Lanches,Delivery De Comida,"R. Floriano Peixoto, 1474 - José Bonifacio, Fortaleza - CE, 60025-131",Lanchonete,5.0,4,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Geladinho do Maia,Delivery De Comida,"R. Jaime Benévolo, 695 - José Bonifacio, Fortaleza - CE, 60050-081",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Yaking food,Delivery De Comida,"R. Fiscal Vieira, 3472 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60120-170",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
"Iaçá: Açai, Distribuidora, Polpa, Açai do Pará, Açai Iaça, Belém, Fortaleza CE",Delivery De Comida,"R. Sen. Alencar, 652 - Loja 2 - Centro, Fortaleza - CE, 60030-050",Delivery,5.0,8,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Cafeteria Prosa e Queijos,Delivery De Comida,"Av. Dr. Aldy Mentor, 430 - Cidade 2000, Fortaleza - CE, 60191-106",Cafeteria,4.9,40,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Cidade 2000
Comidart Comércio e Serv de Restaurante,Delivery De Comida,"R. Maria Tomásia, 388 - Aldeota, Fortaleza - CE, 60150-170",Restaurante Fast-Food,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Cucina di Maria,Delivery De Comida,"Rua Visconde de Cairu, 431 - Praia do Futuro, Fortaleza - CE, 60182-130",Restaurante De Comida Para Viagem,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro
Skina do Açaí,Delivery De Comida,"R. Pedro 1, 357 - Centro, Fortaleza - CE, 60035-100",Lanchonete,4.8,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Boteco da Valdeci,Delivery De Comida,"em frente a areninha - R. dos Cajueiros, 120 - Cidade 2000, Fortaleza - CE, 60190-270",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Master Alimentos,Delivery De Comida,"Av. Dom Manuel, 1196 - Centro, Fortaleza - CE, 60060-091",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Dimaias Comércio,Delivery De Comida,"R. Joaquim Magalhães, 272 - Benfica, Fortaleza - CE, 60040-160",Delivery De Pizza,2.5,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
doceteria Maria Bonita,Delivery De Comida,"R. Barão do Rio Branco, 1958 - José Bonifacio, Fortaleza - CE, 60025-062",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Iphome_estacio,Delivery De Comida,"Av. Duque de Caxias, 101 - Centro, Fortaleza - CE, 60035-111",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Padoca Café Centro,Delivery De Comida,"R. Major Facundo, 981 E - Centro, Fortaleza - CE, 60025-100",Lanchonete,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Água e Gelada AM,Delivery De Comida,"R. Rodrigues Júnior, 535 - Centro, Fortaleza - CE, 60050-180",Fornecedor De Água Engarrafada,5.0,1,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
PlastMax Embalagens,Delivery De Comida,"Loja de Embalagens Descartáveis Embalagens Descartáveis para Alimentos Embalagens Descartáveis Produtos Descartáveis com Melhor Preço - R. Gen. Clarindo de Queiroz, 1606 - Centro, Fortaleza - CE, 60035-131",Empresa De Embalagens,4.8,41,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Casa do Alfajor,Delivery De Comida,"R. Dragão do Mar, 10 - Centro, Fortaleza - CE, 60060-390",Restaurante,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Jambalera confeitaria vegana,Delivery De Comida,"Av. Domingos Olímpio, 391 - José Bonifacio, Fortaleza - CE, 60040-081",Confeitaria,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
Damião do Guaraná,Delivery De Comida,"R. da Assunção, 81 - Centro, Fortaleza - CE, 60050-010",Delivery De Comida,4.7,361,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Centro
Matsurya,Delivery De Comida,"R. Frederico Borges, 280 - Meireles, Fortaleza - CE, 60175-040",Restaurante Japonês,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Cozinha Boa Restaurante e Lanchonete,Delivery De Comida,"R. Dep. Matoso Filho, 1318 - Antônio Bezerra, Fortaleza - CE, 60351-360",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Antônio Bezerra
La Mandolina Cozinha Experimental,Delivery De Comida,"Condomínio do Edifício Cearense - R. Barão de Aratanha, 186 - loja 1 - Centro, Fortaleza - CE, 60050-070",Curso De Culinária,3.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Rose's Cafeteria & Restaurante,Delivery De Comida,"R. Pedro Borges, 33 - Loja 01 - Centro, Fortaleza - CE, 60055-120",Cafeteria,4.8,19,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro
IMPERIO DO BOLO,Delivery De Comida,"R. Edgar Borges, 74 - Centro, Fortaleza - CE, 60050-000",Doceria,4.6,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Mercado dos Peixes (Centro),Delivery De Comida,"Rua General Bezerril, 630-698 - Centro, Fortaleza - CE, 60135-050",Restaurante,4.2,17,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Vínise,Delivery De Comida,"R. Marcelino Lopes, 4200 - Lagoa Sapiranga (Coité), Fortaleza - CE, 60833-075",Loja De Bebidas Alcoólicas,4.9,11,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Lagoa Sapiranga (Coité)
Espaço Herbalife EVS JG Vida Saudável,Delivery De Comida,"Condomínio Edif Palácio Progresso - R. Pedro Borges, 33 - Sala 805 - Centro, Fortaleza - CE, 60055-110",Restaurante,4.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Padaria Romana (Centro),Delivery De Comida,"Av. Duque de Caxias, 137 - Centro, Fortaleza - CE, 60035-110",Delivery De Comida,4.2,865,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Centro
Consultoria Íntima Sex shop e Consultoria Sexual em Fortaleza somente delivery,Delivery De Comida,"Av. Nila Gomes de Soárez - Cidade 2000, Fortaleza - CE, 60190-630",Sex Shop,5.0,7,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Ds Festas,Delivery De Comida,"R. Barão do Rio Branco, 2035 - Centro, Fortaleza - CE, 60025-062",Confeitaria,3.1,50,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Liv Up - Fortaleza,Delivery De Comida,"Rua Afonso Celso, 300 - Aldeota, Fortaleza - CE, 60140-190",Delivery,5.0,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
Refeicões da Hora,Delivery De Comida,"R. Rodrigues Júnior, 935 - Centro, Fortaleza - CE, 60060-001",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Talher Eventos & Ocasiões por Silvia Gonçalves,Delivery De Comida,"R. José Romero de Barros, 31 - Centro, Fortaleza - CE, 60055-161",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Restaurante Comida Cazeira,Delivery De Comida,"Av. Pintor Antônio Bandeira, 97 - Cais do Porto, Fortaleza - CE, 60180-476",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cais Do Porto
Do seu jeito,Delivery De Comida,"Av. Dom Luís, 798 - Meireles, Fortaleza - CE, 60160-230",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Indie Bistrô & Arte,Delivery De Comida,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",Delivery De Comida,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Joaquim Távora (Fortaleza)
Complexo Crocobeach,Drive Thru,"Av. Clóvis Arrais Maia, 3125 - Praia Do Futuro, Fortaleza - CE, 60182-324",Drive Thru,4.6,32492,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Praia Do Futuro
McDonald's,Drive Thru,"Av. Santos Dumont, 6060 - Cocó, Fortaleza - CE, 60192-022",Drive Thru,0.0,0,20.0,20.0,0 days 00:20:00,0 days 00:20:00,Cocó
McDonald's,Drive Thru,"Av. Santos Dumont, 1710 - Aldeota, Fortaleza - CE, 60150-160",Drive Thru,0.0,0,25.0,25.0,0 days 00:25:00,0 days 00:25:00,Aldeota
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",Drive Thru,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",Drive Thru,4.6,615,25.0,90.0,0 days 00:25:00,0 days 01:30:00,Aldeota
McDonald's,Drive Thru,"Av. Dom Luís, 1200 - Loja 01 - Aldeota, Fortaleza - CE, 60160-230",Drive Thru,0.0,0,15.0,15.0,0 days 00:15:00,0 days 00:15:00,Aldeota
"Habib's Aldeota: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",Drive Thru,"Av. da Abolição, 1780 - Meireles, Fortaleza - CE, 60165-080",Drive Thru,0.0,0,20.0,60.0,0 days 00:20:00,0 days 01:00:00,Meireles
Dunada Burger,Drive Thru,"M dias branco - R. dos Cajueiros, 1421 - Fortaleza, CE, 60190-620",Hamburgueria,5.0,21,0.0,0.0,0 days 00:00:00,0 days 00:00:00,620
"Habib's Treze de Maio: Esfirra, Kibe, Sanduíche, Delivery, Fortaleza CE",Drive Thru,"Av. Treze de Maio, 1746 - Fátima, Fortaleza - CE, 60040-531",Drive Thru,0.0,0,15.0,60.0,0 days 00:15:00,0 days 01:00:00,Fátima
McDonald's,Drive Thru,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Drive Thru,0.0,0,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Papicu
Iracemado Lanches,Drive Thru,"R. dos Cajueiros, 1593 - Cidade 2000, Fortaleza - CE, 60190-620",Restaurante Fast-Food,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
The Waffle King Fortaleza,Drive Thru,"R. Dr. Gilberto Studart, 155 - Loja 09 - Cocó, Fortaleza - CE, 60192-105",Restaurante Fast-Food,4.5,101,10.0,10.0,0 days 00:10:00,0 days 00:10:00,Cocó
El Ranchero Hamburgueria,Drive Thru,"R. João Cordeiro, 201 - Praia de Iracema, Fortaleza - CE, 60110-355",Hamburgueria,4.4,31,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Praia De Iracema
Point do Lanche,Drive Thru,"R. Sen. Pompeu, 1539 - Centro, Fortaleza - CE, 60025-000",Drive Thru,5.0,23,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Júnior da Picanha,Drive Thru,"Av. Nilo Gomes de Soares, 201 - Cidade 2000, Fortaleza - CE, 60190-630",Drive Thru,4.4,2045,150.0,150.0,0 days 02:30:00,0 days 02:30:00,Cidade 2000
Mr. Fruit Açaí Fortaleza,Drive Thru,"R. Barão do Rio Branco, 927 - Centro, Fortaleza - CE, 60025-060",Loja De Açaí,5.0,2,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Sorvete da Reserva,Drive Thru,"Rua Torres Câmara, 100 - loja 03 - Aldeota, Fortaleza - CE, 60150-060",Sorveteria,4.8,192,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Aldeota
"Two Brothers Cocó: Pizza, Massas, Calzones, Pizzaria, Delivery, Fortaleza CE",Drive Thru,"R. Batista de Oliveira, 1071 - Cocó, Fortaleza - CE, 60192-340",Pizzaria,3.3,40,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cocó
Burger King,Drive Thru,"R. Carapinima, 2200 - Loja: 229/230;, 2200 - Benfica, Fortaleza - CE, 60015-290",Drive Thru,4.4,302,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
BBQ5,Drive Thru,"R. Bento Albuquerque - Cocó, Fortaleza - CE, 60192-055",Restaurante Especializado Em Carnes,4.5,312,30.0,90.0,0 days 00:30:00,0 days 01:30:00,Cocó
Macarronada É Massa,Drive Thru,"R. Gen. Sampaio, 1235 - Centro, Fortaleza - CE, 60020-030",Restaurante Italiano,3.8,14,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Food Brazil,Drive Thru,"R. Major Facundo, 833 - Centro, Fortaleza - CE, 60025-100",Restaurante,4.8,37,30.0,60.0,0 days 00:30:00,0 days 01:00:00,Centro
Hanna's Restaurante | Self Service | Centro,Drive Thru,"R. Major Facundo, 736 - Centro, Fortaleza - CE, 60025-100",Drive Thru,4.4,1332,45.0,45.0,0 days 00:45:00,0 days 00:45:00,Centro
Donastela Massas e Recheios,Drive Thru,"R. Major Facundo, 897 - Centro, Fortaleza - CE, 60025-100",Restaurante Italiano,3.7,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Rose's Cafeteria & Restaurante,Drive Thru,"R. Pedro Borges, 33 - Loja 01 - Centro, Fortaleza - CE, 60055-120",Cafeteria,4.8,19,25.0,60.0,0 days 00:25:00,0 days 01:00:00,Centro
galeteria o chefão,Drive Thru,"avenida central leste - Cidade 2000, Fortaleza - CE, 60190-611",Restaurante,4.1,41,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Cidade 2000
Point do Pesk Pag,Drive Thru,"Av. Nila Gomes de Soárez, 403 - Cidade 2000, Fortaleza - CE, 60190-630",Restaurante,4.6,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Delícias da Gê,Drive Thru,"edifício palácio do sol - Rua Solon Pinheiro, 116 - sala 202 - Centro, Fortaleza - CE, 60050-040",Restaurante,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Centro
Brokado's Pizza,Drive Thru,"Av. Nila Gomes de Soárez, 400 - Sala 8 - Cidade 2000, Fortaleza - CE, 60190-630",Pizzaria,4.8,34,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
The Coffee,Drive Thru,"Av. Dom Luís, 1200 - Meireles, Fortaleza - CE, 60160-230",Cafeteria,4.3,9,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Meireles
Delicious Pizzaria,Drive Thru,"Alameda Das Miosótes, 405 - Cidade 2000, Fortaleza - CE, 60190-490",Delivery De Pizza,4.6,44,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Cidade 2000
Café de Oyá,Drive Thru,"R. Manuelito Moreira, 96 - Benfica, Fortaleza - CE, 60025-210",Bar,5.0,3,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Benfica
Del Plata Pastas,Drive Thru,"Rua Santa Maria, 2 - José Bonifacio, Fortaleza - CE, 60025-110",Restaurante,4.9,128,90.0,90.0,0 days 01:30:00,0 days 01:30:00,José Bonifacio
Brazinha Grill 2,Drive Thru,"Rua General Bezerril, 590 - Centro, Fortaleza - CE, 60055-100",Restaurante,4.3,154,30.0,30.0,0 days 00:30:00,0 days 00:30:00,Centro
Zoá Gastrobar,Drive Thru,"R. Visc. de Mauá, 2217 - Dionísio Torres, Fortaleza - CE, 60125-161",Restaurante,4.7,54,45.0,120.0,0 days 00:45:00,0 days 02:00:00,Dionísio Torres
Marmitaria tempero da Mary,Drive Thru,"R. Manoel Marques, 232 - Manuel Dias Branco, Fortaleza - CE, 60191-675",Restaurante De Comida Caseira,3.7,6,0.0,0.0,0 days 00:00:00,0 days 00:00:00,Manuel Dias Branco
Doceria da Thatha,Drive Thru,"Rua Sousa Girão, 115 - José Bonifacio, Fortaleza - CE, 60055-370",Doceria,5.0,5,0.0,0.0,0 days 00:00:00,0 days 00:00:00,José Bonifacio
